accel_x[m/s^2],accel_y[m/s^2],accel_z[m/s^2],gyro_x[rad/s],gyro_y[rad/s],gyro_z[rad/s],mag_x[uT],mag_y[uT],mag_z[uT]
-6.3,10.5,25.69,-6.3,10.5,25.69,53.59,43.53,-48.03
-11.11,3.32,31.3,-11.11,3.32,31.3,46.62,46.59,-47.16
-37.75,3.54,42.72,-37.75,3.54,42.72,40.22,48.03,-45.09
-53.56,-1.79,53.88,-53.56,-1.79,53.88,33.28,43.91,-37
-62.28,-7.64,63.88,-62.28,-7.64,63.88,31.5,47.12,-39.41
-52.06,-14.53,50.94,-52.06,-14.53,50.94,35.25,46.22,-41.66
-59.72,7.45,42.69,-59.72,7.45,42.69,37.38,44.06,-34.09
-45.62,6.51,41.06,-45.62,6.51,41.06,51.25,44.44,-40.97
-33.53,12.66,39.44,-33.53,12.66,39.44,58.75,36.19,-38.56
-41.53,31.08,41.72,-41.53,31.08,41.72,67.44,31.36,-35.62
-38.22,45,48.78,-38.22,45,48.78,75.62,24.55,-35.97
-22.05,53.44,49.56,-22.05,53.44,49.56,77.75,13.8,-34.94
-5.78,53.88,50.88,-5.78,53.88,50.88,82.06,3.04,-38.03
26.33,63.53,54.31,26.33,63.53,54.31,79.19,-8.06,-39.41
31.75,55.28,56.25,31.75,55.28,56.25,74.75,-13.62,-41.31
38.97,38.72,54.47,38.97,38.72,54.47,58.03,-28.31,-41.31
32.66,26.61,49.12,32.66,26.61,49.12,50.56,-31.89,-39.25
32.5,10.89,47.5,32.5,10.89,47.5,45.38,-34.56,-35.97
30.31,7.37,45.41,30.31,7.37,45.41,43.97,-34.22,-34.59
20.23,5.05,43.06,20.23,5.05,43.06,47.16,-36,-33.56
11.71,7,41.19,11.71,7,41.19,50.38,-35.66,-29.44
8.71,5.69,39.59,8.71,5.69,39.59,55.91,-32.59,-29.95
8.49,6.53,38.78,8.49,6.53,38.78,61.41,-29.56,-29.44
7.4,5.3,38.06,7.4,5.3,38.06,65.12,-26.16,-28.58
7.88,6.11,34.84,7.88,6.11,34.84,69.56,-20.97,-28.41
7.77,11.77,32.56,7.77,11.77,32.56,75.12,-15.05,-29.27
7.17,9.63,29.02,7.17,9.63,29.02,76.38,-9.13,-28.06
3.56,11.88,27.08,3.56,11.88,27.08,78.12,-0.9,-26.69
-0.28,9.7,25.47,-0.28,9.7,25.47,79.19,4.48,-26.69
-0.28,9.7,25.47,-0.28,9.7,25.47,79.19,4.48,-26.69
-7.22,7.49,22.94,-7.22,7.49,22.94,78.5,10.21,-24.61
-8.51,-3.62,17,-8.51,-3.62,17,78.12,16.66,-23.58
-12.96,-3.62,7.56,-12.96,-3.62,7.56,74.38,20.06,-22.38
-2.78,-3.3,-1.69,-2.78,-3.3,-1.69,73,23.3,-21
-8.97,-1.12,4.05,-8.97,-1.12,4.05,73.12,29.2,-24.27
0.34,-7.07,12.38,0.34,-7.07,12.38,71.75,30.28,-21.17
-0.66,-13.43,15.06,-0.66,-13.43,15.06,69.75,32.59,-24.09
8.01,-8.61,10.14,8.01,-8.61,10.14,67.12,33.5,-23.58
13.93,-14.93,4.27,13.93,-14.93,4.27,68,35.47,-25.12
23.41,-21.83,-0.69,23.41,-21.83,-0.69,67.81,36.72,-26
27.17,-21.25,-1.8,27.17,-21.25,-1.8,69.94,37.09,-26
27.81,-23.06,-6.11,27.81,-23.06,-6.11,71.88,34.75,-26.86
24.5,-24.09,-5.25,24.5,-24.09,-5.25,75.12,29.03,-24.78
16.25,-12.69,-0.43,16.25,-12.69,-0.43,78.5,24.19,-24.61
13.33,-23.23,4.45,13.33,-23.23,4.45,81.31,16.3,-24.27
2.92,-12.91,5.92,2.92,-12.91,5.92,83.31,4.66,-23.75
-4.62,-17.05,8.23,-4.62,-17.05,8.23,81.5,-3.22,-25.48
-2.74,-11.64,7.55,-2.74,-11.64,7.55,75.12,-16.48,-23.75
-7.03,-5.57,8.4,-7.03,-5.57,8.4,65.5,-25.08,-24.44
-7.07,-2.15,8.04,-7.07,-2.15,8.04,54.47,-31.89,-27.89
-10.08,3.06,7.96,-10.08,3.06,7.96,36.84,-38.53,-24.95
-11.73,4.37,7.64,-11.73,4.37,7.64,20.83,-33.5,-27.72
-12.37,10.87,7.82,-12.37,10.87,7.82,5.52,-31.72,-30.81
-4.18,12.07,6.91,-4.18,12.07,6.91,-6.23,-21.67,-32.19
3.21,12.42,4.48,3.21,12.42,4.48,-16.02,-7.53,-35.81
14.1,15.09,2.97,14.1,15.09,2.97,-16.19,9.13,-37
30.41,6.8,-3.14,30.41,6.8,-3.14,-13.17,22.94,-38.56
40.78,-6.39,-0.21,40.78,-6.39,-0.21,-2.31,35.66,-42.19
37.75,-10.84,2,37.75,-10.84,2,8.01,44.62,-42.19
27.69,-3.75,2.81,27.69,-3.75,2.81,14.59,47.31,-40.28
21.91,-6.55,2.29,21.91,-6.55,2.29,18.52,49.44,-40.97
20.22,-9.99,2.39,20.22,-9.99,2.39,23.31,50,-42.19
18.92,-15.27,2.97,18.92,-15.27,2.97,21.89,50.34,-41.47
20.83,-13.07,2.61,20.83,-13.07,2.61,19.58,50.16,-40.28
26.19,-0.87,0.24,26.19,-0.87,0.24,14.77,48.56,-41.81
30,5.5,-1.93,30,5.5,-1.93,6.05,43,-42.69
32.88,12.01,-4.21,32.88,12.01,-4.21,-1.6,37.09,-41.81
22.33,9.16,-2.76,22.33,9.16,-2.76,-8.19,25.08,-41.66
13.72,13.64,-0.64,13.72,13.64,-0.64,-15.13,10.93,-38.38
5.02,16.34,0.27,5.02,16.34,0.27,-9.26,-18.27,-37.53
-2.27,21.03,1.81,-2.27,21.03,1.81,0.53,-28.84,-38.38
-7.58,9.61,1.65,-7.58,9.61,1.65,10.86,-35.66,-37.69
-9.62,12.38,3.79,-9.62,12.38,3.79,24.2,-39.41,-37.88
-9.66,-3.86,2.59,-9.66,-3.86,2.59,38.62,-37.09,-37.69
-6.5,-2.04,3.89,-6.5,-2.04,3.89,49.66,-36,-40.44
-7.98,-7.68,3.35,-7.98,-7.68,3.35,59.47,-30.11,-39.94
-14.16,-4.57,4.15,-14.16,-4.57,4.15,69.06,-22.22,-39.94
-15.42,-7.18,4.71,-15.42,-7.18,4.71,72.44,-14.16,-39.06
-13.92,-3.39,6,-13.92,-3.39,6,76.69,-5.91,-40.09
-12.34,-11.25,5.95,-12.34,-11.25,5.95,79.19,1.97,-41.81
-10.71,-15.56,7.2,-10.71,-15.56,7.2,78.88,6.27,-40.44
-5.33,-26.08,8.26,-5.33,-26.08,8.26,81.88,11.11,-40.28
-5.33,-26.08,8.26,-5.33,-26.08,8.26,81.88,11.11,-40.28
-7.05,-30.61,7.35,-7.05,-30.61,7.35,79.38,15.41,-41.31
-16.39,-27.5,8.53,-16.39,-27.5,8.53,76.69,14.16,-38.38
-8.32,-26.52,7.75,-8.32,-26.52,7.75,77.94,13.62,-38.22
-5.33,-17.58,8.12,-5.33,-17.58,8.12,81.88,12.54,-42
-5.71,-17.77,6.37,-5.71,-17.77,6.37,80.81,6.09,-37.53
-6.46,-10.19,6.25,-6.46,-10.19,6.25,81.5,-0.36,-36.5
-13.06,-8.64,6.6,-13.06,-8.64,6.6,78.5,-6.63,-37.34
-19.5,0.66,7.81,-19.5,0.66,7.81,74.75,-13.26,-33.38
-20.34,-0.18,6.95,-20.34,-0.18,6.95,72.81,-18.09,-34.25
-20.62,1.16,6.63,-20.62,1.16,6.63,66.38,-25.98,-32.88
-20.55,2,7.16,-20.55,2,7.16,59.09,-32.25,-32.69
-23,6.16,8.51,-23,6.16,8.51,49.66,-36.38,-32.88
-17.38,12.68,7.05,-17.38,12.68,7.05,38.97,-37.44,-31.84
-14.03,15.24,6.18,-14.03,15.24,6.18,26.17,-37.09,-31.84
-7.64,15.77,5.68,-7.64,15.77,5.68,15.84,-35.66,-32.88
-2.3,18.59,6.14,-2.3,18.59,6.14,7.83,-30.11,-34.09
3.33,18.42,6.43,3.33,18.42,6.43,-1.25,-25.27,-33.22
10.12,23.31,7.05,10.12,23.31,7.05,-8.54,-19.7,-33.03
11.56,23.27,6.58,11.56,23.27,6.58,-12.46,-11.47,-34.78
14.69,20.56,5.6,14.69,20.56,5.6,-17.27,0.18,-31.84
21.95,20.58,7.04,21.95,20.58,7.04,-14.77,8.06,-30.47
25.05,17.5,6.62,25.05,17.5,6.62,-14.77,18.09,-33.22
28.09,12.26,6.68,28.09,12.26,6.68,-10.68,23.3,-30.3
29.89,9.84,6.53,29.89,9.84,6.53,-7.66,28.84,-30.12
25.91,10.99,6.36,25.91,10.99,6.36,-4.45,33.16,-29.78
22.88,11.12,6.37,22.88,11.12,6.37,-3.74,32.06,-25.66
22.72,10.8,5.93,22.72,10.8,5.93,-2.67,34.94,-25.31
22.97,9.71,5.57,22.97,9.71,5.57,-2.13,32.25,-24.44
21.52,10.02,5.79,21.52,10.02,5.79,-3.56,31.53,-23.06
19.06,10.95,6.08,19.06,10.95,6.08,-6.41,29.75,-21.34
14.83,13.23,5.87,14.83,13.23,5.87,-7.66,26.34,-20.14
11.13,13.61,5.54,11.13,13.61,5.54,-9.08,21.31,-16.69
9.95,14.97,5.97,9.95,14.97,5.97,-9.79,18.81,-15.32
6.96,13.98,5.97,6.96,13.98,5.97,-11.57,14.88,-12.22
4.97,11.02,5.61,4.97,11.02,5.61,-10.32,12.54,-12.39
3.64,12.07,5.99,3.64,12.07,5.99,-9.97,8.6,-10.33
2.87,8.05,5.7,2.87,8.05,5.7,-9.26,5.38,-9.64
1.79,9.96,5.88,1.79,9.96,5.88,-8.54,2.87,-8.26
1.24,7.09,5.43,1.24,7.09,5.43,-7.12,1.08,-6.89
1.52,8.07,5.49,1.52,8.07,5.49,-7.12,-2.51,-5.16
0.44,5.25,5.3,0.44,5.25,5.3,-4.45,-7.7,-2.58
0.33,7.97,5.59,0.33,7.97,5.59,-3.38,-8.06,-2.58
-0.44,6.23,5.38,-0.44,6.23,5.38,-0.53,-9.49,-2.58
-0.07,8.8,5.69,-0.07,8.8,5.69,-0.36,-9.67,-1.03
0.38,5.52,5.32,0.38,5.52,5.32,4.09,-12.72,0.17
0.06,8.95,5.57,0.06,8.95,5.57,5.52,-13.44,2.24
-0.19,6.15,5.14,-0.19,6.15,5.14,7.12,-15.41,2.06
-1.29,8.67,5.28,-1.29,8.67,5.28,9.43,-14.16,3.96
-1.59,7.2,5.03,-1.59,7.2,5.03,11.75,-14.7,3.79
-1.79,8.61,5.14,-1.79,8.61,5.14,12.28,-14.16,4.65
-0.98,7.05,5.05,-0.98,7.05,5.05,13.88,-14.7,6.2
-1.06,7.03,4.88,-1.06,7.03,4.88,16.02,-14.7,5.16
-1.41,6.29,4.52,-1.41,6.29,4.52,16.91,-14.52,7.75
-2.11,6.76,4.23,-2.11,6.76,4.23,17.8,-13.98,8.95
-2.95,5.62,3.66,-2.95,5.62,3.66,19.94,-12.9,7.92
-3.56,6.95,3.15,-3.56,6.95,3.15,20.3,-13.26,10.33
-4.58,7.27,2.46,-4.58,7.27,2.46,21.19,-12.01,8.78
-5.6,8.62,1.52,-5.6,8.62,1.52,21.53,-11.65,9.47
-7.34,8.98,0.22,-7.34,8.98,0.22,21.89,-12.01,11.19
-8.31,9.45,-0.72,-8.31,9.45,-0.72,23.14,-10.03,12.05
-7.2,7.75,-0.22,-7.2,7.75,-0.22,22.97,-9.85,12.91
-8.3,7.88,-1.87,-8.3,7.88,-1.87,23.84,-9.31,11.7
-8.52,9.64,-2.07,-8.52,9.64,-2.07,22.08,-6.81,13.77
-8.44,6.57,-1.23,-8.44,6.57,-1.23,21.36,-6.81,14.46
-5.46,4.08,0.39,-5.46,4.08,0.39,21.36,-7.53,13.77
-5.07,2.43,1.28,-5.07,2.43,1.28,20.11,-4.48,13.6
-4.23,3.48,0.44,-4.23,3.48,0.44,20.47,-3.76,13.26
-3.8,4.82,-0.7,-3.8,4.82,-0.7,19.22,-3.94,12.74
-2.61,4.16,-2.02,-2.61,4.16,-2.02,18.69,-3.04,12.22
-2.61,4.16,-2.02,-2.61,4.16,-2.02,18.69,-3.04,12.22
-4.23,7.53,-3.78,-4.23,7.53,-3.78,17.08,-1.43,12.39
-4.33,7.15,-4.76,-4.33,7.15,-4.76,17.27,-0.9,13.95
-3.25,5.64,-3.72,-3.25,5.64,-3.72,15.48,1.25,11.53
-3.09,3.78,-3.26,-3.09,3.78,-3.26,14.77,1.97,12.22
-3.75,5.27,-5.89,-3.75,5.27,-5.89,12.46,3.22,11.36
-5.46,7.24,-5.8,-5.46,7.24,-5.8,12.99,2.69,9.47
-4.25,5.18,-4.9,-4.25,5.18,-4.9,11.04,4.3,12.39
-3.96,7.52,-5.91,-3.96,7.52,-5.91,9.79,4.84,10.16
-3,6.07,-4.07,-3,6.07,-4.07,9.61,6.09,9.98
-2.3,6.39,-3.62,-2.3,6.39,-3.62,10.86,7.7,8.44
-1.77,6.02,-2.87,-1.77,6.02,-2.87,8.37,8.42,8.78
-1.62,4.93,-2.5,-1.62,4.93,-2.5,7.3,12.01,7.4
-1.59,4.9,-2.6,-1.59,4.9,-2.6,6.41,12.9,8.61
-1.65,4.48,-1.83,-1.65,4.48,-1.83,6.94,12.36,6.37
-1.09,1.35,-2.07,-1.09,1.35,-2.07,6.41,13.26,5.51
-1.25,3.18,-1.4,-1.25,3.18,-1.4,4.09,15.59,5.68
-1.45,3.48,-1.09,-1.45,3.48,-1.09,4.98,15.41,5.51
0.46,3.13,-1.12,0.46,3.13,-1.12,5.16,18.81,2.93
0.47,3.11,-0.29,0.47,3.11,-0.29,3.74,19.89,2.58
0.48,1.42,0.18,0.48,1.42,0.18,2.85,19.7,1.72
0.62,1.15,0.86,0.62,1.15,0.86,4.09,22.39,0.86
0.67,0.2,1.24,0.67,0.2,1.24,4.09,24.55,-1.21
1.05,0.09,1.75,1.05,0.09,1.75,3.74,24.91,-0.86
1.07,-0.54,2.22,1.07,-0.54,2.22,3.74,26.34,-4.3
1,-1.12,2.65,1,-1.12,2.65,1.78,28.67,-6.89
0.91,-2.11,2.67,0.91,-2.11,2.67,0.89,29.92,-6.37
0.93,-2.8,2.68,0.93,-2.8,2.68,1.25,29.56,-8.44
1.09,-3.95,2.6,1.09,-3.95,2.6,1.25,30.64,-11.53
1.19,-4.86,2.4,1.19,-4.86,2.4,2.31,30.64,-12.56
2.05,-7.07,1.51,2.05,-7.07,1.51,0,31.89,-13.77
2.61,-9.61,1.02,2.61,-9.61,1.02,-1.42,31.89,-14.46
2.38,-10.63,0.35,2.38,-10.63,0.35,-1.96,31.72,-13.95
3.57,-17.22,-1.23,3.57,-17.22,-1.23,-2.49,32.59,-16.17
5.96,-21.14,-2.72,5.96,-21.14,-2.72,-3.56,31.17,-18.25
4.52,-15.84,-2.84,4.52,-15.84,-2.84,-4.63,30.45,-19.97
6.89,-22.16,-6.23,6.89,-22.16,-6.23,-6.77,27.59,-19.28
4.3,-14.37,-6.26,4.3,-14.37,-6.26,-7.83,26.52,-20.31
10.38,-19.38,-5.58,10.38,-19.38,-5.58,-10.32,23.66,-21.69
12.78,-16.8,-7.27,12.78,-16.8,-7.27,-10.68,23.66,-24.78
15.14,-19,-6.25,15.14,-19,-6.25,-11.21,20.25,-26.69
12.13,-12.02,-3.82,12.13,-12.02,-3.82,-12.81,14.34,-25.12
14.08,-9.7,-3.83,14.08,-9.7,-3.83,-15.84,10.57,-26.34
19.45,-12.48,-4.13,19.45,-12.48,-4.13,-13.35,6.99,-25.66
20.36,-7.73,-5.81,20.36,-7.73,-5.81,-14.77,2.33,-27.03
22.34,-7.3,-5.92,22.34,-7.3,-5.92,-14.06,-3.4,-28.06
23.45,-3.41,-5.96,23.45,-3.41,-5.96,-9.43,-6.99,-27.38
22.14,0.37,-5.88,22.14,0.37,-5.88,-7.83,-14.7,-27.89
22.67,3.21,-6.89,22.67,3.21,-6.89,-6.59,-18.09,-28.75
24.84,7.84,-7.79,24.84,7.84,-7.79,-2.13,-23.3,-29.95
23.27,10.25,-7.94,23.27,10.25,-7.94,1.25,-27.06,-28.75
19.14,12.28,-7.5,19.14,12.28,-7.5,6.59,-29.56,-27.72
17.88,15.75,-8.56,17.88,15.75,-8.56,9.79,-31.36,-28.75
15.89,18.02,-9.14,15.89,18.02,-9.14,15.84,-34.56,-28.41
12.62,19.66,-9.69,12.62,19.66,-9.69,20.11,-37.09,-28.06
9.27,20.44,-10.46,9.27,20.44,-10.46,25.98,-37.62,-28.23
4.99,18.69,-11.48,4.99,18.69,-11.48,30.62,-38.34,-26.17
-0.68,18.95,-11.62,-0.68,18.95,-11.62,34.34,-37.44,-24.61
-3.47,18.88,-10.23,-3.47,18.88,-10.23,39.34,-38.53,-26
-3.94,14.55,-9.59,-3.94,14.55,-9.59,42.72,-35.47,-24.78
-4.34,13.22,-9.18,-4.34,13.22,-9.18,45.56,-37.25,-23.41
-3.78,8.78,-7.82,-3.78,8.78,-7.82,49.47,-33.69,-22.72
-3.17,6.66,-6.76,-3.17,6.66,-6.76,52.34,-32.25,-23.06
-2.96,5.06,-6.68,-2.96,5.06,-6.68,55.19,-30.11,-21
-2,3.59,-5.89,-2,3.59,-5.89,59.47,-29.03,-21
-2.36,2.74,-5.66,-2.36,2.74,-5.66,63,-26.88,-19.97
-2.68,2.05,-5.65,-2.68,2.05,-5.65,64.94,-24.91,-19.11
-2.41,1.5,-5.52,-2.41,1.5,-5.52,65.5,-21.86,-18.94
-2.93,1.1,-6.02,-2.93,1.1,-6.02,66.75,-20.25,-18.42
-3.21,0.67,-6.98,-3.21,0.67,-6.98,69.75,-18.27,-16.52
-3.49,1.38,-9.25,-3.49,1.38,-9.25,71.75,-16.66,-15.32
-3.15,-0.67,-8.54,-3.15,-0.67,-8.54,71,-11.65,-16.69
-1.62,-0.09,-6.33,-1.62,-0.09,-6.33,72.81,-11.65,-15.66
-1.33,-0.19,-5.15,-1.33,-0.19,-5.15,72.81,-8.06,-15.66
-1.52,0.76,-5.31,-1.52,0.76,-5.31,75.12,-5.73,-12.39
-1.67,1.87,-6.39,-1.67,1.87,-6.39,75.31,-1.97,-13.26
-2.36,3.1,-7.94,-2.36,3.1,-7.94,72.25,0.72,-12.74
-3.65,4.18,-9.38,-3.65,4.18,-9.38,75.62,4.84,-11.53
-4.08,3.87,-9.14,-4.08,3.87,-9.14,74.75,6.09,-11.36
-4.06,4.15,-8.14,-4.06,4.15,-8.14,72.25,10.03,-9.3
-5.01,4.37,-8.42,-5.01,4.37,-8.42,71.88,12.18,-8.61
-5.76,4.84,-8.73,-5.76,4.84,-8.73,71.75,14.16,-8.09
-6.6,4.74,-8.79,-6.6,4.74,-8.79,71,14.88,-7.06
-7.68,3.82,-8.55,-7.68,3.82,-8.55,69.44,14.34,-5.85
-8.23,3.51,-8.3,-8.23,3.51,-8.3,68.5,15.95,-6.02
-9.41,3.68,-8.89,-9.41,3.68,-8.89,67.81,15.95,-4.65
-10.38,3.77,-9.64,-10.38,3.77,-9.64,68,15.41,-2.41
-11.09,2.89,-10.41,-11.09,2.89,-10.41,68.5,16.66,-2.93
-11.71,2.44,-10.96,-11.71,2.44,-10.96,66.56,15.77,0.69
-11.95,1.72,-11.13,-11.95,1.72,-11.13,65.69,16.3,0.17
-11.56,1.69,-10.8,-11.56,1.69,-10.8,65.12,15.05,0
-11.49,1.34,-10.3,-11.49,1.34,-10.3,64.62,14.52,0.86
-11.39,1.21,-9.58,-11.39,1.21,-9.58,63.72,12.54,3.79
-5.48,-2.88,-6.5,-5.48,-2.88,-6.5,63.19,13.08,2.58
-1.53,-3.82,-4.75,-1.53,-3.82,-4.75,62.31,12.9,1.72
-9.29,-5.25,-12.08,-9.29,-5.25,-12.08,64.06,10.39,3.79
-0.71,-2.38,-9.29,-0.71,-2.38,-9.29,59.81,8.24,5.85
-3.04,-1,-5.26,-3.04,-1,-5.26,61.59,8.6,4.48
-0.9,-2.04,-6.3,-0.9,-2.04,-6.3,60.34,5.91,7.06
-1.58,-2.92,-6.18,-1.58,-2.92,-6.18,60.34,3.04,7.06
-0.01,-3.92,-4.77,-0.01,-3.92,-4.77,55.72,3.76,7.75
-0.29,-2.45,-4.21,-0.29,-2.45,-4.21,54.81,1.43,9.3
0.5,-2.28,-3.24,0.5,-2.28,-3.24,54.12,1.43,8.95
0.13,-2.04,-3.46,0.13,-2.04,-3.46,53.03,0,7.57
0.61,-2.47,-2.91,0.61,-2.47,-2.91,50.72,-0.18,11.19
0.21,-2.33,-2.21,0.21,-2.33,-2.21,50.56,-2.51,11.7
0.83,-2.61,-2.71,0.83,-2.61,-2.71,48.25,-3.04,12.56
1.02,-3.33,-3.05,1.02,-3.33,-3.05,45.56,-4.3,11.7
0.73,-3.4,-3.35,0.73,-3.4,-3.35,43.97,-3.04,12.22
1.49,-3.23,-2.92,1.49,-3.23,-2.92,44.16,-2.87,13.09
2.37,-4.05,-2.78,2.37,-4.05,-2.78,41.12,-3.76,12.91
2.37,-4.31,-2.56,2.37,-4.31,-2.56,39.5,-2.51,13.43
2.91,-4.88,-3.13,2.91,-4.88,-3.13,38.44,-2.51,12.74
2.9,-5.17,-3.7,2.9,-5.17,-3.7,39.5,-2.15,14.12
3.18,-6.33,-4.33,3.18,-6.33,-4.33,36.5,-2.33,14.63
3.47,-8.78,-6.06,3.47,-8.78,-6.06,37.38,-1.08,14.46
5.29,-14.73,-10.12,5.29,-14.73,-10.12,36.31,0,14.12
4.56,-17.8,-12.98,4.56,-17.8,-12.98,36.5,-0.18,14.29
1.37,-14.03,-9.75,1.37,-14.03,-9.75,35.59,-1.79,14.8
-0.37,-6.67,-5.59,-0.37,-6.67,-5.59,36.31,0,14.12
-1,-9.05,-5.09,-1,-9.05,-5.09,36.5,0.54,0
-2.45,-9.54,-5.66,-2.45,-9.54,-5.66,36.31,-1.79,13.77
-5.49,-13.31,-7.02,-5.49,-13.31,-7.02,34.34,-0.54,14.29
-6.91,-11.14,-6.5,-6.91,-11.14,-6.5,36.31,-3.94,15.84
-9.2,-10.27,-6.95,-9.2,-10.27,-6.95,33.62,-3.04,13.6
-9.89,-8.84,-6.65,-9.89,-8.84,-6.65,33.81,-3.94,16.17
-10.41,-6.75,-6.28,-10.41,-6.75,-6.28,32.03,-5.38,15.84
-12.48,-3.34,-6.77,-12.48,-3.34,-6.77,31.86,-3.76,15.32
-14.04,-1.38,-7.3,-14.04,-1.38,-7.3,30.08,-6.27,0
-14.11,2.46,-7.54,-14.11,2.46,-7.54,29.19,-7.88,16.52
-15.1,5.23,-7.33,-15.1,5.23,-7.33,26.88,-5.91,14.29
-13.55,6.24,-7.66,-13.55,6.24,-7.66,23.67,-6.99,15.32
-13.55,6.24,-7.66,-13.55,6.24,-7.66,23.67,-6.99,15.32
-10.46,9.57,-8.1,-10.46,9.57,-8.1,17.8,-4.66,12.39
-9.8,13.23,-9.8,-9.8,13.23,-9.8,15.31,-3.22,12.05
-5.52,15.34,-11.17,-5.52,15.34,-11.17,14.77,0.18,11.88
-1.38,15.73,-10.62,-1.38,15.73,-10.62,12.46,2.51,11.7
2.65,12.34,-15.09,2.65,12.34,-15.09,10.5,6.99,7.06
5.7,15.72,-14.2,5.7,15.72,-14.2,13.35,9.13,8.78
6.21,8.3,-10.31,6.21,8.3,-10.31,12.1,13.26,8.26
9,6.64,-16.86,9,6.64,-16.86,12.28,16.3,8.09
11.23,6.31,-15.29,11.23,6.31,-15.29,16.38,22.22,4.13
6.28,-5.69,-13.26,6.28,-5.69,-13.26,17.8,20.78,7.92
6.28,-5.69,-13.26,6.28,-5.69,-13.26,17.8,20.78,7.92
8.16,-6.2,-12.92,8.16,-6.2,-12.92,21,25.44,7.57
7.14,-3.63,-13.21,7.14,-3.63,-13.21,26.52,29.56,3.96
4.98,-11.87,-14.2,4.98,-11.87,-14.2,28.84,27.95,7.92
3.09,-4.17,-10.2,3.09,-4.17,-10.2,31.5,29.2,6.71
2.94,-11.35,-10.48,2.94,-11.35,-10.48,35.25,30.45,4.48
1.64,-8.01,-9.82,1.64,-8.01,-9.82,35.78,29.92,6.02
2.2,-11.03,-9.54,2.2,-11.03,-9.54,37.72,31.17,4.13
2.75,-8.21,-8.63,2.75,-8.21,-8.63,39.88,31.17,3.44
1.93,-10.01,-7.68,1.93,-10.01,-7.68,39.16,30.81,5.85
2.44,-7.13,-6.96,2.44,-7.13,-6.96,40.41,31.36,2.58
2.44,-7.13,-6.96,2.44,-7.13,-6.96,40.41,31.36,2.58
1.38,-9.45,-7.09,1.38,-9.45,-7.09,38.44,33.31,4.13
2.7,-7.71,-6.71,2.7,-7.71,-6.71,37.72,32.97,3.79
5.03,-7.73,-6.5,5.03,-7.73,-6.5,35.06,33.5,2.58
5.63,-7.24,-6.45,5.63,-7.24,-6.45,33.09,33.69,2.75
6.81,-6.55,-6.52,6.81,-6.55,-6.52,31.33,34.41,2.75
7.43,-4.89,-6.73,7.43,-4.89,-6.73,28.84,34.75,3.1
8.7,-4.91,-7.13,8.7,-4.91,-7.13,24.39,33.84,3.27
9.66,-2.62,-7.06,9.66,-2.62,-7.06,19.22,33.69,0.69
14.95,-0.82,-6.86,14.95,-0.82,-6.86,15.66,30.11,2.06
15.42,1.72,-7.68,15.42,1.72,-7.68,12.28,27.41,0.52
13.79,3.9,-7.57,13.79,3.9,-7.57,8.37,23.11,0.86
13.79,3.9,-7.57,13.79,3.9,-7.57,8.37,23.11,0.86
11.9,5.23,-7.59,11.9,5.23,-7.59,4.98,18.98,1.72
10.48,7.26,-7.21,10.48,7.26,-7.21,1.6,15.23,0.86
9.05,13.81,-7.43,9.05,13.81,-7.43,1.07,10.75,1.38
5.91,17.48,-5.91,5.91,17.48,-5.91,0.89,5.55,1.89
3.73,16.11,-7.99,3.73,16.11,-7.99,-0.18,0.9,1.55
-1.27,18.53,-7.45,-1.27,18.53,-7.45,0,-2.87,1.38
-6.39,21.77,-7.14,-6.39,21.77,-7.14,1.6,-5.2,2.24
-5.12,21.48,-7.15,-5.12,21.48,-7.15,2.13,-9.31,2.75
-6.4,17.89,-5.92,-6.4,17.89,-5.92,2.31,-11.29,2.93
-8.63,17.11,-5.38,-8.63,17.11,-5.38,4.45,-11.29,2.93
-12.43,19.17,-5.03,-12.43,19.17,-5.03,2.67,-11.65,3.96
-12.33,17.98,-4.05,-12.33,17.98,-4.05,3.03,-13.8,2.93
-10.44,12.58,-3.61,-10.44,12.58,-3.61,4.09,-12.72,2.58
-9.41,12.44,-3.08,-9.41,12.44,-3.08,3.2,-12.54,2.41
-8.24,10.16,-2.7,-8.24,10.16,-2.7,1.78,-9.67,2.41
-8.2,11.59,-2.1,-8.2,11.59,-2.1,1.25,-7.7,2.24
-6.75,9.42,-1.72,-6.75,9.42,-1.72,-0.18,-5.2,1.21
-5.97,8.91,-1.42,-5.97,8.91,-1.42,-1.78,-4.3,1.72
-4.38,6.73,-1.12,-4.38,6.73,-1.12,-2.13,-2.87,1.38
-2.81,5.34,-0.89,-2.81,5.34,-0.89,-3.38,-0.54,0.17
-2,3.77,-0.88,-2,3.77,-0.88,-3.03,3.76,-1.89
-1.33,3.39,-0.93,-1.33,3.39,-0.93,-2.67,5.91,-1.21
-1.05,3.54,-0.98,-1.05,3.54,-0.98,-2.85,10.03,-0.69
-0.72,4.58,-0.87,-0.72,4.58,-0.87,-0.36,17.2,-1.38
0.09,4.6,-1.1,0.09,4.6,-1.1,-0.53,20.97,-0.52
0.41,3.8,-1.46,0.41,3.8,-1.46,4.09,24.55,-2.58
1.72,3.35,-1.79,1.72,3.35,-1.79,5.34,26.88,-3.44
2.64,3.7,-1.88,2.64,3.7,-1.88,9.97,30.11,-2.75
2.59,2.93,-1.98,2.59,2.93,-1.98,11.04,32.97,-2.75
2.93,2.1,-2.73,2.93,2.1,-2.73,17.97,36.38,-3.62
